,Company,TypeName,Ram,Gpu,OpSys,Weight,Price,TouchScreen,IPS,PPI,CPU_,SSD,HDD
702,Lenovo,Notebook,8,AMD,Windows,2.2,22857.12,0,0,100.45466986113651,AMD processor,0,1000
703,Lenovo,Notebook,4,Intel,Windows,2.1,33110.856,0,0,141.21199808219862,Intel Core i5,0,1000
704,Lenovo,Notebook,4,Intel,No,1.9,23976.0,0,0,100.45466986113651,Intel Core i3,0,500
705,Dell,Notebook,8,Intel,Windows,2.18,42357.6,0,0,141.21199808219862,Intel Core i5,256,0
706,Acer,2 in 1 Convertible,8,Intel,Windows,1.6,53226.72,1,1,165.6321180513006,Intel Core i5,256,0
707,Lenovo,Workstation,16,Nvidia,Windows,2.18,98834.4,0,0,141.21199808219862,Intel Core i7,512,0
708,Lenovo,Notebook,8,Intel,Windows,1.8,63456.48,0,0,157.3505121487356,Intel Core i5,256,0
709,HP,Notebook,6,AMD,Windows,2.71,34898.932799999995,0,1,127.33567457123111,AMD processor,0,2000
710,Lenovo,Gaming,8,Nvidia,Windows,2.5,66546.72,0,1,141.21199808219862,Intel Core i7,128,1000
711,Dell,Notebook,8,Nvidia,Linux,1.64,58021.92,0,0,157.3505121487356,Intel Core i5,256,0
712,Dell,Notebook,8,Intel,Linux,1.98,38681.28,0,0,141.21199808219862,Intel Core i5,0,1000
713,Asus,Notebook,4,Intel,Windows,1.5,15877.44,0,0,157.3505121487356,Intel Processor,0,0
714,Dell,Notebook,16,Intel,Windows,1.93,76012.44480000001,0,0,141.21199808219862,Intel Core i5,512,0
715,Lenovo,Notebook,8,Nvidia,Windows,1.87,45664.6896,0,1,157.3505121487356,Intel Core i5,256,0
716,Dell,Notebook,8,Intel,Windows,1.9,62817.12,0,0,141.21199808219862,Intel Core i5,256,0
717,Lenovo,Notebook,4,AMD,Windows,2.19,15877.44,0,0,100.45466986113651,AMD processor,0,500
718,Mediacom,Notebook,4,Intel,Windows,1.4,14119.2,0,1,161.72539083525606,Intel Processor,0,32
719,HP,Notebook,8,Nvidia,Windows,2.63,63936.0,0,0,127.33567457123111,Intel Core i7,256,0
720,Lenovo,Ultrabook,8,Intel,Windows,1.17,89864.1792,0,1,209.8006828649808,Intel Core i7,512,0
721,HP,2 in 1 Convertible,8,Intel,Windows,1.58,44574.048,1,1,117.82653006268643,Intel Core i5,256,0
722,Lenovo,Ultrabook,8,Intel,Windows,1.32,79866.72,0,1,157.3505121487356,Intel Core i5,256,0
723,Dell,Gaming,32,Nvidia,Windows,4.36,194972.832,0,0,254.67134914246222,Intel Core i7,1000,1000
724,MSI,Gaming,8,Nvidia,Windows,2.7,71847.0144,0,0,127.33567457123111,Intel Core i7,128,1000
725,Lenovo,Notebook,4,Intel,No,1.9,26101.872,0,0,100.45466986113651,Intel Core i5,0,1000
726,Dell,Notebook,8,AMD,Windows,2.2,38308.32,0,0,141.21199808219862,Intel Core i5,128,1000
727,Dell,2 in 1 Convertible,4,Intel,Windows,1.71,34578.72,1,0,165.6321180513006,Intel Core i3,0,1000
728,Dell,Notebook,8,AMD,Linux,2.32,31409.6256,0,0,100.45466986113651,Intel Core i5,0,1000
729,HP,Notebook,4,AMD,Windows,2.1,26053.92,0,0,141.21199808219862,AMD processor,0,1000
730,Acer,Gaming,16,Nvidia,Windows,4.2,103096.8,0,1,127.33567457123111,Intel Core i7,128,1000
731,Dell,Notebook,12,Intel,Windows,2.25,34578.72,0,0,100.45466986113651,Intel Core i5,0,1000
732,HP,Notebook,6,AMD,Windows,2.1,34632.0,0,0,141.21199808219862,AMD processor,128,1000
733,Acer,Notebook,4,Intel,Windows,2.4,29783.52,0,0,100.45466986113651,Intel Core i5,0,500
734,Lenovo,Notebook,8,Intel,Windows,1.44,51148.8,0,1,165.6321180513006,Intel Core i5,256,0
735,Lenovo,Notebook,4,Intel,Windows,1.85,41505.12,0,0,141.21199808219862,Intel Core i7,0,1000
736,HP,Workstation,16,Nvidia,Windows,2.6,128884.32,0,0,141.21199808219862,Intel Core i7,256,0
737,Dell,2 in 1 Convertible,8,Intel,Windows,1.55,35111.52,1,0,165.6321180513006,Intel Core i5,0,1000
738,MSI,Gaming,16,Nvidia,Windows,1.8,111593.8944,0,0,141.21199808219862,Intel Core i7,256,1000
739,Acer,Notebook,4,Intel,Windows,2.4,21887.424,0,0,100.45466986113651,Intel Core i3,0,500
740,Dell,Notebook,8,Nvidia,Windows,2.0,64308.96,0,0,141.21199808219862,Intel Core i7,128,1000
741,Dell,Notebook,8,Intel,Windows,2.0,35431.2,0,0,100.45466986113651,Intel Core i3,256,0
742,Toshiba,Notebook,8,Intel,Windows,1.25,81784.8,1,1,157.3505121487356,Intel Core i5,256,0
743,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.7,53226.72,1,0,157.3505121487356,Intel Core i5,256,0
744,Lenovo,Workstation,16,Nvidia,Windows,2.5,175770.72,0,1,282.42399616439724,Intel Core i7,1000,0
745,Acer,Notebook,2,Intel,Chrome,1.68,17582.399999999998,0,0,111.93520355955211,Intel Processor,0,0
746,Samsung,Ultrabook,16,Intel,Windows,0.81,87858.72,0,0,165.6321180513006,Intel Core i7,256,0
747,HP,Notebook,8,Intel,Windows,1.86,28717.92,0,0,141.21199808219862,Intel Core i3,256,0
748,Dell,Notebook,8,Intel,Windows,1.6,60031.1088,0,0,111.93520355955211,Intel Core i5,256,0
749,HP,Workstation,16,Nvidia,Windows,3.0,233845.92,0,1,127.33567457123111,Intel Processor,256,0
750,Lenovo,Netbook,4,Intel,Windows,1.4,25308.0,1,0,135.0942111925629,Intel Processor,128,0
751,HP,Notebook,8,Intel,Windows,1.84,101232.0,0,0,141.21199808219862,Intel Core i5,256,0
752,Asus,Notebook,4,Nvidia,No,2.45,30849.12,0,0,100.45466986113651,Intel Core i5,0,1000
753,Lenovo,Ultrabook,4,Intel,Windows,1.7,58394.88,0,0,157.3505121487356,Intel Core i5,180,0
754,Asus,Notebook,4,Intel,Windows,2.37,45282.672,0,0,100.45466986113651,Intel Core i7,256,0
755,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.3,63882.72,1,1,276.053530085501,Intel Core i5,256,0
756,HP,Notebook,8,Nvidia,Windows,2.2,58554.72,0,1,141.21199808219862,Intel Core i5,128,1000
757,HP,Workstation,8,Nvidia,Windows,2.59,83170.08,0,0,141.21199808219862,Intel Core i7,256,0
758,Dell,Gaming,16,Nvidia,Windows,4.42,152859.7872,0,1,282.42399616439724,Intel Core i7,256,1000
759,Acer,Notebook,4,Intel,Windows,2.1,31914.72,0,0,100.45466986113651,Intel Core i5,256,0
760,Lenovo,Gaming,8,Nvidia,Windows,2.5,55837.44,0,1,141.21199808219862,Intel Core i7,128,1000
761,Dell,Ultrabook,16,Intel,Windows,1.18,99047.52,0,0,176.23257360658386,Intel Core i7,256,0
762,Google,Ultrabook,8,Intel,Chrome,1.1,83063.52,1,0,234.50740003017813,Intel Core i5,256,0
763,Asus,Ultrabook,8,Intel,Windows,1.2,60153.12,0,1,276.053530085501,Intel Core i5,256,0
764,Dell,Notebook,4,Intel,Windows,1.65,45234.72,0,0,117.82653006268643,Intel Core i3,0,500
765,Acer,Notebook,4,Intel,Windows,1.6,34898.4,0,0,117.82653006268643,Intel Core i5,128,0
766,Asus,Notebook,4,Nvidia,Windows,2.8,25059.715199999995,0,0,90.58340172449303,Intel Processor,0,1000
767,Dell,Gaming,16,Nvidia,Windows,2.72,58554.72,1,1,282.42399616439724,Intel Core i7,128,1000
768,Samsung,Ultrabook,8,Intel,Windows,1.31,85194.72,1,0,165.6321180513006,Intel Core i7,256,0
769,Acer,Notebook,4,Intel,Linux,2.1,15877.44,0,0,100.45466986113651,Intel Processor,0,1000
770,Dell,Notebook,16,AMD,Windows,2.3,62938.0656,0,0,141.21199808219862,Intel Core i7,256,0
771,Samsung,2 in 1 Convertible,16,AMD,Windows,1.71,95850.72,1,0,146.86047800548656,Intel Core i7,256,0
772,Toshiba,Notebook,4,Intel,Windows,1.75,54345.6,0,1,111.93520355955211,Intel Core i5,128,0
773,Dell,Gaming,8,Nvidia,Windows,2.62,58554.72,0,0,141.21199808219862,Intel Core i7,0,1000
774,HP,Ultrabook,4,Intel,Windows,1.26,66280.31999999999,0,0,125.36742798669837,Intel Core i5,256,0
775,Asus,2 in 1 Convertible,12,Nvidia,Windows,2.3,44701.92,1,0,141.21199808219862,Intel Core i7,0,2000
776,Lenovo,Notebook,16,Nvidia,Windows,2.5,126273.6,0,0,282.42399616439724,Intel Core i7,512,0
777,Acer,Notebook,4,Intel,Windows,1.8,33886.08,0,1,157.3505121487356,Intel Core i3,128,0
778,Razer,Gaming,16,Nvidia,Windows,1.95,154458.72,0,0,157.3505121487356,Intel Core i7,512,0
779,Asus,Notebook,8,Intel,Windows,2.0,31003.632,0,0,141.21199808219862,Intel Processor,128,0
780,Dell,Gaming,32,Nvidia,Windows,4.42,191211.264,0,1,127.33567457123111,Intel Core i7,1000,1000
781,Asus,Gaming,16,Nvidia,Windows,4.3,125208.0,0,1,127.33567457123111,Intel Core i7,256,1000
782,Toshiba,Ultrabook,16,Nvidia,Windows,1.47,93985.92,0,1,157.3505121487356,Intel Core i7,512,0
783,Lenovo,Notebook,8,Intel,No,2.2,17529.12,0,0,100.45466986113651,Intel Processor,0,1000
784,Lenovo,Ultrabook,16,Intel,Windows,1.7,122490.72,0,0,157.3505121487356,Intel Core i7,512,0
785,MSI,Gaming,16,Nvidia,Windows,1.6,100752.48,0,1,157.3505121487356,Intel Core i7,256,1000
786,MSI,Gaming,8,Nvidia,Windows,2.2,58021.92,0,0,141.21199808219862,Intel Core i5,128,1000
787,Lenovo,Gaming,4,Nvidia,Windows,2.4,53226.72,0,1,141.21199808219862,Intel Core i7,0,1000
788,Acer,Gaming,16,Nvidia,Windows,4.2,122490.72,0,1,127.33567457123111,Intel Core i7,256,1000
789,Dell,Gaming,8,Nvidia,Windows,2.62,52480.8,0,0,141.21199808219862,Intel Core i5,256,0
790,Asus,Gaming,8,Nvidia,Windows,2.24,71341.92,0,0,141.21199808219862,Intel Core i7,128,1000
791,Vero,Notebook,4,Intel,Windows,1.22,10810.512,0,0,157.3505121487356,Intel Processor,0,0
792,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.37,104961.6,1,1,165.6321180513006,Intel Core i7,512,0
793,Lenovo,2 in 1 Convertible,8,AMD,Windows,2.08,51095.52,1,0,141.21199808219862,Intel Core i5,256,0
794,Apple,Ultrabook,8,Intel,Mac,0.92,62071.2,0,1,226.41554716935852,Intel Processor,0,0
795,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.42,124142.4,1,1,209.8006828649808,Intel Core i5,256,0
796,Asus,Notebook,4,Intel,Windows,1.63,15930.72,0,0,111.93520355955211,Intel Processor,0,0
797,Dell,Notebook,8,Intel,Windows,1.95,43156.8,0,0,100.45466986113651,Intel Core i5,128,0
798,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.38,71874.72,1,1,158.48253022174808,Intel Core i7,256,0
799,Dell,Notebook,8,AMD,Windows,2.0,39373.92,0,0,141.21199808219862,Intel Core i3,256,0
800,HP,Workstation,8,Nvidia,Windows,3.14,110017.872,0,0,141.21199808219862,Intel Core i7,256,0
801,Asus,Notebook,8,Intel,Windows,2.37,58554.72,0,0,141.21199808219862,Intel Core i5,256,0
802,Dell,Ultrabook,8,Intel,Windows,1.29,79866.72,0,0,165.6321180513006,Intel Core i5,256,0
803,Dell,Notebook,8,Nvidia,Windows,2.06,93186.72,1,0,282.42399616439724,Intel Core i5,256,0
804,Dell,Netbook,4,Intel,Windows,1.63,39640.32,0,0,135.0942111925629,Intel Processor,128,0
805,HP,Netbook,8,Intel,Windows,1.26,74005.92,0,0,125.36742798669837,Intel Core i5,256,0
806,Toshiba,Notebook,4,Intel,Windows,2.1,41558.4,0,0,100.45466986113651,Intel Core i5,0,500
807,HP,Notebook,8,AMD,Windows,2.04,33513.119999999995,0,0,100.45466986113651,AMD processor,0,2000
808,Dell,Gaming,16,Nvidia,Windows,2.62,89457.12,0,0,282.42399616439724,Intel Core i7,512,0
809,Lenovo,Notebook,4,Nvidia,Windows,2.4,32447.52,0,0,141.21199808219862,Intel Core i5,0,1000
810,HP,Gaming,12,AMD,Windows,3.74,93186.72,0,1,127.33567457123111,Intel Core i7,0,1000
811,MSI,Gaming,16,Nvidia,Windows,2.9,128671.2,0,0,127.33567457123111,Intel Core i7,512,1000
812,Samsung,Ultrabook,8,Intel,Windows,0.81,79866.72,0,0,165.6321180513006,Intel Core i5,256,0
813,Dell,Notebook,8,Nvidia,Windows,1.98,51202.08,0,0,141.21199808219862,Intel Core i7,0,1000
814,Dell,Notebook,8,AMD,Windows,2.18,42081.0768,0,0,141.21199808219862,Intel Core i5,256,0
815,Lenovo,Ultrabook,8,Intel,Windows,1.32,99047.52,0,0,157.3505121487356,Intel Core i7,256,0
816,Razer,Ultrabook,16,Intel,Windows,1.29,95850.72,1,1,352.4651472131677,Intel Core i7,512,0
817,HP,Netbook,4,Intel,Chrome,1.23,20512.8,0,0,135.0942111925629,Intel Processor,0,0
818,Dell,Gaming,16,Nvidia,Windows,4.36,133467.4656,0,1,127.33567457123111,Intel Core i7,128,1000
819,Dell,Notebook,4,Intel,Windows,1.76,40226.4,0,0,111.93520355955211,Intel Core i5,0,500
820,Lenovo,Notebook,4,Intel,Windows,2.1,26101.872,0,0,100.45466986113651,Intel Core i3,0,500
821,Toshiba,Ultrabook,4,Intel,Windows,1.25,58075.2,0,0,111.93520355955211,Intel Core i5,128,0
822,Lenovo,Ultrabook,8,Intel,Windows,1.13,133146.72,0,1,157.3505121487356,Intel Core i7,512,0
823,MSI,Gaming,8,Nvidia,Windows,2.4,63882.72,0,0,141.21199808219862,Intel Core i5,256,0
824,Lenovo,Ultrabook,8,Intel,Windows,1.13,99900.0,0,1,157.3505121487356,Intel Core i5,0,0
825,Toshiba,Notebook,4,Intel,Windows,1.75,26586.72,0,0,111.93520355955211,Intel Processor,128,0
826,Asus,2 in 1 Convertible,8,Intel,Windows,1.1,72354.23999999999,1,0,165.6321180513006,Intel Core i5,256,0
827,Dell,Notebook,4,Intel,Windows,1.76,31168.8,0,0,111.93520355955211,Intel Core i3,0,500
828,Acer,Netbook,4,Intel,Chrome,1.35,18914.4,0,1,135.0942111925629,Intel Processor,0,0
829,Acer,Notebook,8,Intel,Windows,1.5,32980.32,0,1,157.3505121487356,Intel Core i3,128,0
830,Razer,Gaming,32,Nvidia,Windows,3.49,292986.72,1,0,254.67134914246222,Intel Core i7,512,0
831,Lenovo,Ultrabook,16,Intel,Windows,1.1,111834.72,0,1,209.8006828649808,Intel Core i7,512,0
832,Asus,Notebook,4,Nvidia,Linux,2.1,27652.32,0,0,141.21199808219862,Intel Core i5,0,1000
833,Lenovo,Notebook,8,Intel,Windows,1.7,63190.08,0,0,157.3505121487356,Intel Core i5,256,0
834,Lenovo,Notebook,8,Intel,Windows,1.32,87912.0,0,1,157.3505121487356,Intel Core i5,256,0
835,Dell,Gaming,16,Nvidia,Windows,3.21,147832.28639999998,0,0,141.21199808219862,Intel Core i7,256,1000
836,Asus,Gaming,16,Nvidia,Windows,2.9,128884.32,0,0,127.33567457123111,Intel Core i7,256,1000
837,Toshiba,Notebook,4,Intel,Windows,2.0,35644.32,0,0,100.45466986113651,Intel Core i3,0,500
838,Lenovo,Notebook,4,Intel,Chrome,1.5,17316.0,0,0,111.93520355955211,Intel Processor,0,0
839,Asus,Notebook,8,Intel,Windows,2.3,31435.2,0,0,141.21199808219862,Intel Core i5,0,128
840,Asus,Gaming,16,Nvidia,Windows,2.73,95850.72,0,0,127.33567457123111,Intel Core i7,512,1000
841,Dell,Gaming,32,Nvidia,Windows,4.42,163723.57919999998,0,1,127.33567457123111,Intel Core i7,512,1000
842,HP,Notebook,8,Nvidia,Windows,2.63,48484.8,0,0,106.11306214269258,Intel Core i5,0,1000
843,Dell,Notebook,8,Intel,Windows,2.18,38041.3872,0,0,100.45466986113651,Intel Core i5,128,0
844,HP,Ultrabook,8,Intel,Windows,1.54,99633.6,0,0,157.3505121487356,Intel Core i7,512,0
845,Dell,Notebook,4,AMD,Windows,2.18,39373.92,0,0,141.21199808219862,Intel Core i7,256,0
846,HP,2 in 1 Convertible,4,Intel,Chrome,1.4,32767.2,1,0,135.0942111925629,Intel Processor,0,0
847,Asus,Ultrabook,8,Nvidia,Windows,1.45,54665.28,0,1,165.6321180513006,Intel Core i5,512,0
848,HP,2 in 1 Convertible,8,Intel,Windows,1.28,121318.56,1,0,165.6321180513006,Intel Core i5,256,0
849,HP,Ultrabook,8,Intel,Windows,1.54,78215.04,0,0,157.3505121487356,Intel Core i7,512,0
850,HP,Notebook,4,Intel,No,1.86,15930.72,0,0,100.45466986113651,Intel Processor,128,0
851,Asus,Gaming,16,Nvidia,Windows,2.1,101178.72,0,0,141.21199808219862,Intel Core i7,128,1000
852,Dell,Notebook,8,AMD,Linux,2.83,46087.2,0,0,127.33567457123111,Intel Core i7,0,1000
853,Lenovo,Ultrabook,8,Nvidia,Windows,1.96,101391.84,0,1,157.3505121487356,Intel Core i7,256,0
854,Asus,Notebook,8,Nvidia,Windows,2.3,41931.36,0,1,141.21199808219862,Intel Core i7,256,0
855,Dell,Notebook,8,Intel,Windows,1.9,50349.6,0,0,141.21199808219862,Intel Core i5,128,0
856,Asus,Notebook,4,Intel,Windows,2.0,23922.72,0,0,100.45466986113651,Intel Processor,0,1000
857,HP,2 in 1 Convertible,8,Intel,Windows,1.28,136343.52,1,0,165.6321180513006,Intel Core i7,256,0
858,Dell,Notebook,8,Intel,Windows,1.62,34578.72,1,0,165.6321180513006,Intel Core i5,0,1000
859,Lenovo,Notebook,4,Intel,No,2.2,24988.32,0,0,141.21199808219862,Intel Core i3,0,1000
860,Lenovo,Notebook,8,Intel,Windows,2.3,45323.1648,0,1,141.21199808219862,Intel Core i5,0,1000
861,HP,Notebook,8,AMD,Windows,1.84,71874.72,0,0,141.21199808219862,Intel Core i5,256,0
862,Toshiba,Notebook,4,Intel,Windows,1.05,68464.8,0,0,165.6321180513006,Intel Core i5,128,0
863,Lenovo,Gaming,8,Nvidia,No,2.5,54185.76,0,1,141.21199808219862,Intel Core i5,0,1000
864,Dell,Ultrabook,16,Intel,Windows,1.29,119347.2,1,0,276.053530085501,Intel Core i7,512,0
865,HP,Notebook,4,Intel,Windows,2.07,48484.8,0,0,141.21199808219862,Intel Core i5,0,500
866,Toshiba,Ultrabook,8,Intel,Windows,1.2,58341.6,0,0,117.82653006268643,Intel Core i5,256,0
867,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.37,103896.0,1,1,165.6321180513006,Intel Core i7,256,0
868,Acer,Notebook,8,Intel,Windows,1.56,48058.56,0,1,157.3505121487356,Intel Core i5,256,0
869,Dell,Workstation,8,Nvidia,Windows,2.23,94731.84,0,0,141.21199808219862,Intel Core i7,0,1000
870,Lenovo,Notebook,4,Intel,Windows,2.38,56210.4,0,0,100.45466986113651,Intel Core i5,0,500
871,Lenovo,Notebook,4,AMD,No,2.2,25521.12,0,0,141.21199808219862,Intel Core i3,0,1000
872,Toshiba,Notebook,8,Intel,Windows,2.0,73952.64,0,1,141.21199808219862,Intel Core i7,256,0
873,Lenovo,Notebook,4,Intel,Windows,1.44,39160.8,0,1,165.6321180513006,Intel Core i3,180,0
874,Samsung,Ultrabook,16,Nvidia,Windows,1.23,98514.72,0,0,146.86047800548656,Intel Core i7,256,0
875,Dell,Ultrabook,8,Intel,Windows,1.6,90043.2,0,0,176.23257360658386,Intel Core i7,256,0
876,Asus,Notebook,4,Intel,Linux,2.0,21258.1872,0,0,100.45466986113651,Intel Processor,0,1000
877,Xiaomi,Ultrabook,8,Nvidia,Windows,1.28,49816.8,0,1,165.6321180513006,Intel Core i5,256,0
878,Dell,Notebook,4,Nvidia,Windows,2.18,48618.0,0,0,141.21199808219862,Intel Core i5,128,1000
879,HP,Notebook,4,Intel,Windows,2.04,44701.92,0,0,141.21199808219862,Intel Core i5,256,0
880,HP,2 in 1 Convertible,4,Intel,Windows,1.28,90576.0,1,0,165.6321180513006,Intel Core i5,256,0
881,HP,2 in 1 Convertible,4,Intel,Windows,2.3,36486.14399999999,1,0,100.45466986113651,Intel Core i5,0,500
882,Asus,Notebook,4,Intel,Windows,1.65,18541.44,0,0,111.1413368676404,Intel Processor,0,0
883,Lenovo,Notebook,8,Nvidia,Windows,2.2,35644.32,0,1,141.21199808219862,Intel Core i7,0,1000
884,Dell,Notebook,4,Intel,Windows,2.2,19660.32,0,0,100.45466986113651,Intel Processor,0,500
885,HP,2 in 1 Convertible,4,Intel,Windows,1.28,95850.72,1,0,165.6321180513006,Intel Core i5,256,0
886,Dell,Notebook,4,AMD,Linux,2.18,24279.696,0,0,100.45466986113651,Intel Core i3,0,1000
887,Asus,Gaming,12,Nvidia,Windows,2.2,72988.272,0,0,127.33567457123111,Intel Core i5,128,1000
888,Acer,Netbook,4,Intel,Chrome,1.25,15824.16,0,1,135.0942111925629,Intel Processor,0,0
889,Lenovo,Notebook,4,AMD,Windows,2.8,20193.12,0,0,106.11306214269258,AMD processor,0,500
890,HP,Notebook,4,Intel,Windows,1.95,67399.2,0,0,157.3505121487356,Intel Core i5,128,0
891,HP,2 in 1 Convertible,16,Intel,Windows,1.42,74538.72,1,0,276.053530085501,Intel Core i7,256,0
892,Samsung,Ultrabook,8,Intel,Windows,1.17,90522.72,0,0,146.86047800548656,Intel Core i7,256,0
893,Lenovo,Ultrabook,8,Intel,Windows,1.32,95850.72,0,1,157.3505121487356,Intel Core i5,256,0
894,MSI,Gaming,16,Nvidia,Windows,2.43,141138.72,0,1,254.67134914246222,Intel Core i7,512,2000
895,Toshiba,Notebook,8,Intel,Windows,1.05,78588.0,0,0,165.6321180513006,Intel Core i5,256,0
896,Dell,Gaming,8,Nvidia,Linux,2.62,49497.12,0,0,141.21199808219862,Intel Core i7,0,1000
897,HP,Notebook,8,Nvidia,Windows,2.04,47952.0,0,0,141.21199808219862,Intel Core i7,0,1000
898,Dell,Notebook,4,AMD,Windows,2.18,32713.92,0,0,100.45466986113651,Intel Core i3,0,1000
899,Dell,Notebook,8,Intel,Windows,1.9,49816.8,0,0,141.21199808219862,Intel Core i5,0,500
900,Dell,2 in 1 Convertible,8,Intel,Windows,1.24,107257.968,1,0,276.053530085501,Intel Core i7,512,0
901,Asus,Gaming,32,Nvidia,Windows,3.58,68145.12,0,1,127.33567457123111,Intel Core i7,256,0
902,Dell,2 in 1 Convertible,16,Intel,Windows,1.22,87858.72,1,0,165.6321180513006,Intel Core i7,256,0
903,Lenovo,Ultrabook,8,Intel,Windows,1.13,109170.72,0,1,157.3505121487356,Intel Core i7,0,0
904,Lenovo,Notebook,8,Intel,Windows,1.95,104588.1072,0,1,141.21199808219862,Intel Core i5,512,0
905,LG,Ultrabook,16,Intel,Windows,1.08,111834.72,1,1,141.21199808219862,Intel Core i7,512,0
906,HP,Netbook,8,Intel,Windows,1.26,79014.23999999999,0,0,176.23257360658386,Intel Core i7,512,0
907,Acer,Notebook,4,Intel,Chrome,2.2,19127.52,0,1,141.21199808219862,Intel Processor,0,0
908,Lenovo,Notebook,8,Nvidia,Windows,2.6,42037.92,0,1,141.21199808219862,Intel Core i5,128,1000
909,LG,Ultrabook,8,Intel,Windows,0.98,101178.72,1,1,157.3505121487356,Intel Core i7,512,0
910,Dell,Notebook,8,Intel,Windows,1.6,64202.4,0,0,157.3505121487356,Intel Core i5,256,0
911,HP,Ultrabook,8,Intel,Windows,1.09,165168.0,1,0,352.4651472131677,Intel Processor,240,0
912,Lenovo,Notebook,6,Nvidia,Windows,2.2,42037.92,0,0,141.21199808219862,Intel Core i7,256,0
913,HP,Notebook,8,Nvidia,Windows,2.04,54291.78719999999,0,0,141.21199808219862,Intel Core i7,256,0
914,Acer,Notebook,4,Intel,Windows,2.4,26586.72,0,0,141.21199808219862,Intel Core i3,0,1000
915,Lenovo,Notebook,4,Intel,Windows,1.44,46939.68,0,0,165.6321180513006,Intel Core i5,128,0
916,HP,Notebook,8,Intel,Windows,1.49,51148.8,0,0,165.6321180513006,Intel Core i5,256,0
917,MSI,Gaming,16,Nvidia,Windows,2.7,85194.72,0,0,127.33567457123111,Intel Core i7,256,1000
918,Dell,Gaming,16,Nvidia,Windows,2.6,71874.72,0,0,141.21199808219862,Intel Core i7,128,1000
919,MSI,Gaming,8,Nvidia,Windows,2.2,59668.804800000005,0,0,141.21199808219862,Intel Core i5,128,1000
920,Dell,Notebook,4,AMD,Windows,2.18,36496.2672,0,0,100.45466986113651,Intel Core i5,0,1000
921,HP,Ultrabook,8,AMD,Windows,1.84,69103.62719999999,0,0,141.21199808219862,Intel Core i7,256,0
922,HP,Ultrabook,8,Intel,Windows,1.39,61218.72,1,0,276.053530085501,Intel Core i7,256,0
923,Toshiba,Notebook,16,Nvidia,Windows,2.4,105228.0,0,1,141.21199808219862,Intel Core i7,256,0
924,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.37,97236.0,1,1,165.6321180513006,Intel Core i5,512,0
925,Dell,Notebook,4,Intel,Windows,1.95,38889.072,0,0,100.45466986113651,Intel Core i5,0,500
926,Lenovo,Ultrabook,8,Intel,Windows,1.36,87912.0,0,1,176.23257360658386,Intel Core i7,256,0
927,HP,Notebook,8,Intel,Windows,2.31,62071.2,0,0,141.21199808219862,Intel Core i5,256,0
928,Dell,Notebook,4,Intel,Windows,2.18,37725.4368,0,0,100.45466986113651,Intel Core i5,0,1000
929,HP,Notebook,4,Intel,Windows,1.95,61218.72,0,0,111.93520355955211,Intel Core i5,0,500
930,Lenovo,Notebook,4,Intel,Windows,2.2,16463.52,0,0,100.45466986113651,Intel Processor,0,1000
931,HP,Ultrabook,4,Intel,Windows,1.26,84129.12,0,0,176.23257360658386,Intel Core i5,0,500
932,HP,Notebook,4,Intel,No,1.86,15392.592,0,0,100.45466986113651,Intel Processor,0,1000
933,Lenovo,2 in 1 Convertible,16,Intel,Windows,1.3,95850.72,1,1,276.053530085501,Intel Core i7,1000,0
934,Toshiba,Notebook,4,Intel,Windows,1.47,58874.4,0,1,157.3505121487356,Intel Core i5,128,0
935,HP,Netbook,8,Intel,Windows,1.26,88924.31999999999,0,0,176.23257360658386,Intel Core i5,256,0
936,Dell,Notebook,4,Intel,Windows,2.18,29762.208,0,0,100.45466986113651,Intel Core i3,0,1000
937,MSI,Gaming,8,Nvidia,Windows,2.2,63882.72,0,0,141.21199808219862,Intel Core i7,128,1000
938,Dell,Ultrabook,8,Intel,Windows,1.36,87325.92,0,0,157.3505121487356,Intel Core i5,256,0
939,Dell,Gaming,16,Nvidia,Windows,4.36,146946.24,0,0,169.78089942830815,Intel Core i7,512,1000
940,HP,Gaming,8,Nvidia,Windows,2.75,74538.72,0,1,127.33567457123111,Intel Core i5,128,1000
941,Asus,Notebook,4,Nvidia,Windows,2.8,28238.4,0,0,106.11306214269258,Intel Processor,0,1000
942,Acer,Notebook,4,Intel,Windows,2.23,32980.32,0,0,100.45466986113651,Intel Core i5,0,500
943,Toshiba,Notebook,8,Intel,Windows,2.2,59620.32,0,0,100.45466986113651,Intel Core i5,256,0
944,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.1,69210.72,1,1,194.94753717542463,Intel Processor,256,0
945,Lenovo,Gaming,16,AMD,Windows,2.5,53226.72,0,1,141.21199808219862,AMD processor,512,1000
946,Dell,Ultrabook,8,Intel,Windows,1.36,78438.816,1,0,176.23257360658386,Intel Core i5,256,0
947,Lenovo,Notebook,8,Nvidia,No,2.2,36496.8,0,0,141.21199808219862,Intel Core i7,0,1000
948,Dell,Notebook,4,AMD,Windows,2.36,35111.52,0,0,106.11306214269258,Intel Core i3,0,1000
